video_id,author,comment,like_count,date,topic,year,normalization,tokenizing,stopword,stemming,category,sentiment
9zyK_C4g4qU,@yudistiraadinugraha2676,brapa lama dari bibit sampai panen,0,2024-01-06T08:34:55Z,hidroponik,2024,brapa lama dari bibit sampai panen,"brapa, lama, dari, bibit, sampai, panen","brapa, bibit, panen","brapa, bibit, panen",kompleksitas perawatan,Negatif
GO6PuKMedeM,@risnaMaulida-b5c,tanaman ini bisa panen sampai brp kali,0,2024-10-31T14:34:03Z,hidroponik,2024,tanaman ini bisa panen sampai brp kali,"tanaman, ini, bisa, panen, sampai, brp, kali","tanaman, panen, brp, kali","tanam, panen, brp, kali",feedback penonton,Positif
4CTYII_qHCQ,@kispen1442,daya mau tanya nih bagsimsna cara mengatasi overdosis fungisida pada tanaman,1,2021-12-23T07:51:29Z,pemupukan,2021,daya mau tanya nih bagsimsna cara mengatasi overdosis fungisida pada tanaman,"daya, mau, tanya, nih, bagsimsna, cara, mengatasi, overdosis, fungisida, pada, tanaman","daya, nih, bagsimsna, mengatasi, overdosis, fungisida, tanaman","daya, nih, bagsimsna, atas, overdosis, fungisida, tanam",dampak pupuk ke tanaman,Positif
GzdFV_r-SHM,@Yahyahbatak,bagaimana mencegah hama ulat batang jagung,0,2025-01-04T08:33:35Z,pengendalian hama,2025,bagaimana mencegah hama ulat batang jagung,"bagaimana, mencegah, hama, ulat, batang, jagung","mencegah, hama, ulat, batang, jagung","cegah, hama, ulat, batang, jagung",efektivitas pengendalian hama,Negatif
5Fv2tGv9_Vo,@SuwarSuwrthoyib,cara bicaranya jenius pasutri ini mana alamatnya ya pasutri yg perlu di contoh keren,1,2025-08-31T15:40:35Z,budidaya organik,2025,cara bicaranya jenius pasutri ini mana alamatnya ya pasutri yg perlu di contoh keren,"cara, bicaranya, jenius, pasutri, ini, mana, alamatnya, ya, pasutri, yg, perlu, di, contoh, keren","bicaranya, jenius, pasutri, alamatnya, ya, pasutri, yg, contoh, keren","bicara, jenius, pasutri, alamat, ya, pasutri, yg, contoh, ren",feedback penonton,Negatif
5Fv2tGv9_Vo,@ekoardiputrasitanggang6927,dari penyampaian nya dan yang disampaikan ilmu semua ini semoga bisa seperti mereka,0,2025-09-03T04:34:03Z,budidaya organik,2025,dari penyampaian nya dan yang disampaikan ilmu semua ini semoga bisa seperti mereka,"dari, penyampaian, nya, dan, yang, disampaikan, ilmu, semua, ini, semoga, bisa, seperti, mereka","penyampaian, nya, ilmu, semoga","sampai, , ilmu, moga",feedback penonton,Positif
5Fv2tGv9_Vo,@yukiibuki9289,terimakasih setelah melihat ini saya menyadari bahwa membuat sumberdaya lebih baik daripada hanya menjadi sekedar konsumen,0,2025-09-06T06:01:08Z,budidaya organik,2025,terimakasih setelah melihat ini saya menyadari bahwa membuat sumberdaya lebih baik daripada hanya menjadi sekedar konsumen,"terimakasih, setelah, melihat, ini, saya, menyadari, bahwa, membuat, sumberdaya, lebih, baik, daripada, hanya, menjadi, sekedar, konsumen","terimakasih, menyadari, sumberdaya, sekedar, konsumen","terimakasih, sadar, sumberdaya, dar, konsumen",feedback penonton,Positif
inF984LZKa0,@SahyudiYudi-k2h,yg pohon jg bisa yg sdh besa,0,2025-11-10T02:34:22Z,pemupukan,2025,yg pohon jg bisa yg sdh besa,"yg, pohon, jg, bisa, yg, sdh, besa","yg, pohon, jg, yg, sdh, besa","yg, pohon, jg, yg, sdh, besa",feedback penonton,Netral
4CTYII_qHCQ,@nurwasisto9494,maaf pertanyaan diluar topik saya tanam jambu biji merah batang buah lebat cuman rasanya asam manisnya sedikit dg perlakuan apa atau pupuk apa agar tanaman jambu saya bosa manos,2,2021-12-06T05:11:08Z,pemupukan,2021,maaf pertanyaan diluar topik saya tanam jambu biji merah batang buah lebat cuman rasanya asam manisnya sedikit dg perlakuan apa atau pupuk apa agar tanaman jambu saya bosa manos,"maaf, pertanyaan, diluar, topik, saya, tanam, jambu, biji, merah, batang, buah, lebat, cuman, rasanya, asam, manisnya, sedikit, dg, perlakuan, apa, atau, pupuk, apa, agar, tanaman, jambu, saya, bosa, manos","maaf, diluar, topik, tanam, jambu, biji, merah, batang, buah, lebat, cuman, asam, manisnya, dg, perlakuan, pupuk, tanaman, jambu, bosa, manos","maaf, luar, topik, tanam, jambu, biji, merah, batang, buah, lebat, cuman, asam, manis, dg, laku, pupuk, tanam, jambu, bosa, manos",dosis dan waktu pupuk,Positif
5Fv2tGv9_Vo,@arif_sladahraung147,sangat mengispirasi terimakasih,0,2025-09-28T11:39:06Z,budidaya organik,2025,sangat mengispirasi terimakasih,"sangat, mengispirasi, terimakasih","mengispirasi, terimakasih","ispirasi, terimakasih",feedback penonton,Positif
5Fv2tGv9_Vo,@inainayah397,terimakasih gethok tulare untuk hal yang positif demi pangan kami berkarya,0,2025-09-06T13:58:10Z,budidaya organik,2025,terimakasih gethok tulare untuk hal yang positif demi pangan kami berkarya,"terimakasih, gethok, tulare, untuk, hal, yang, positif, demi, pangan, kami, berkarya","terimakasih, gethok, tulare, positif, pangan, berkarya","terimakasih, gethok, tulare, positif, pangan, karya",feedback penonton,Positif
-YlHpqcgOow,@AhmadYani-t4d,pak kalo buat tanaman timun bisa tidak di aplikasikan dengan cara ini,0,2025-02-17T15:26:13Z,pemupukan,2025,pak kalo buat tanaman timun bisa tidak di aplikasikan dengan cara ini,"pak, kalo, buat, tanaman, timun, bisa, tidak, di, aplikasikan, dengan, cara, ini","kalo, tanaman, timun, aplikasikan","kalo, tanam, timun, aplikasi",feedback penonton,Positif
9zyK_C4g4qU,@sokocul,kang sabara lama panenna,0,2021-02-22T17:10:35Z,hidroponik,2021,kang sabara lama panenna,"kang, sabara, lama, panenna","kang, sabara, panenna","kang, sabara, panenna",feedback penonton,Negatif
GO6PuKMedeM,@yasinwarsito5468,dg media air wadah bekas gitu bisa panen berapa kali om,1,2023-11-07T03:18:10Z,hidroponik,2023,dg media air wadah bekas gitu bisa panen berapa kali om,"dg, media, air, wadah, bekas, gitu, bisa, panen, berapa, kali, om","dg, media, air, wadah, bekas, gitu, panen, kali, om","dg, media, air, wadah, bekas, gitu, panen, kali, om",kompleksitas perawatan,Netral
inF984LZKa0,@GintingSosno,susu pekat kicap pekat vitsin sos manis gula tebu bosou air beras sayur busuk,0,2025-11-05T07:02:09Z,pemupukan,2025,susu pekat kicap pekat vitsin sos manis gula tebu bosou air beras sayur busuk,"susu, pekat, kicap, pekat, vitsin, sos, manis, gula, tebu, bosou, air, beras, sayur, busuk","susu, pekat, kicap, pekat, vitsin, sos, manis, gula, tebu, bosou, air, beras, sayur, busuk","susu, pekat, kicap, pekat, vitsin, sos, manis, gula, tebu, bosou, air, beras, sayur, busuk",dampak pupuk ke tanaman,Negatif
GO6PuKMedeM,@yuuki_clover,min ga perlu pakai sumbu flanel lagi yah,1,2023-10-03T00:19:42Z,hidroponik,2023,min ga perlu pakai sumbu flanel lagi yah,"min, ga, perlu, pakai, sumbu, flanel, lagi, yah","min, ga, pakai, sumbu, flanel, yah","min, ga, pakai, sumbu, flanel, yah",feedback penonton,Netral
iArT8RhBxzY,@katandchannel5347,alhamdulillah,0,2024-09-29T14:45:59Z,budidaya organik,2024,alhamdulillah,alhamdulillah,alhamdulillah,alhamdulillah,feedback penonton,Positif
DcG3sqwpSa0,@sitimutia3111,waalaikumussalam warrohmatullahi wabarokaatuh terimakasih mas atas ilmunya aplod juga cara penyemaian biji seledri karena saya menyemai beberapakali ko ga numbuh terimakasih atas jawabannya,1,2021-08-30T01:11:20Z,hidroponik,2021,waalaikumussalam warrohmatullahi wabarokaatuh terimakasih mas atas ilmunya aplod juga cara penyemaian biji seledri karena saya menyemai beberapakali ko ga numbuh terimakasih atas jawabannya,"waalaikumussalam, warrohmatullahi, wabarokaatuh, terimakasih, mas, atas, ilmunya, aplod, juga, cara, penyemaian, biji, seledri, karena, saya, menyemai, beberapakali, ko, ga, numbuh, terimakasih, atas, jawabannya","waalaikumussalam, warrohmatullahi, wabarokaatuh, terimakasih, mas, ilmunya, aplod, penyemaian, biji, seledri, menyemai, beberapakali, ko, ga, numbuh, terimakasih, jawabannya","waalaikumussalam, warrohmatullahi, wabarokaatuh, terimakasih, mas, ilmu, aplod, semai, biji, seledri, semai, beberapakali, ko, ga, numbuh, terimakasih, jawab",feedback penonton,Positif
ypbdbIGDYGw,@ina.surya07,kalau bikin raise bed bwhnya lantai semen gimana ya caranyaa,0,2024-10-02T07:10:56Z,budidaya organik,2024,kalau bikin raise bed bwhnya lantai semen gimana ya caranyaa,"kalau, bikin, raise, bed, bwhnya, lantai, semen, gimana, ya, caranyaa","bikin, raise, bed, bwhnya, lantai, semen, gimana, ya, caranyaa","bikin, raise, bed, bwh, lantai, semen, gimana, ya, caranyaa",feedback penonton,Netral
-YlHpqcgOow,@dhioyudhistira,gokil rinci banget dong tiap nanya petani pasti cuma ngomong dikasih npk ajah kasih pupuk kandang ajah kasih ini ajah itu ajah mikir masa dari awal ampe akhir dikasih npk terus ajah disini terinci dong sampe hst nya kocor sama spray nya kerennn video nya,21,2024-10-29T18:17:51Z,pemupukan,2024,gokil rinci banget dong tiap nanya petani pasti cuma ngomong dikasih npk ajah kasih pupuk kandang ajah kasih ini ajah itu ajah mikir masa dari awal ampe akhir dikasih npk terus ajah disini terinci dong sampe hst nya kocor sama spray nya kerennn video nya,"gokil, rinci, banget, dong, tiap, nanya, petani, pasti, cuma, ngomong, dikasih, npk, ajah, kasih, pupuk, kandang, ajah, kasih, ini, ajah, itu, ajah, mikir, masa, dari, awal, ampe, akhir, dikasih, npk, terus, ajah, disini, terinci, dong, sampe, hst, nya, kocor, sama, spray, nya, kerennn, video, nya","gokil, rinci, banget, nanya, petani, ngomong, dikasih, npk, ajah, kasih, pupuk, kandang, ajah, kasih, ajah, ajah, mikir, ampe, dikasih, npk, ajah, terinci, sampe, hst, nya, kocor, spray, nya, kerennn, video, nya","gokil, rinci, banget, na, tani, omong, kasih, npk, ajah, kasih, pupuk, kandang, ajah, kasih, ajah, ajah, mikir, ampe, kasih, npk, ajah, inci, sampe, hst, , kocor, spray, , rennn, video, ","dosis dan waktu pupuk, konflik pupuk kimia organik",Netral
1NnDgJzBAq4,@cpns2023,bisakah melarutkan ab mix menggunakan air biasa,0,2024-08-02T03:28:07Z,hidroponik,2024,bisakah melarutkan ab mix menggunakan air biasa,"bisakah, melarutkan, ab, mix, menggunakan, air, biasa","melarutkan, ab, mix, air","larut, ab, mix, air",kompleksitas perawatan,Netral
Xrbn47ZiFYw,@biroskripsipsikologiundip,ramah lingkungan gmn wong di campur sabun,0,2024-08-14T07:58:48Z,pengendalian hama,2024,ramah lingkungan gmn wong di campur sabun,"ramah, lingkungan, gmn, wong, di, campur, sabun","ramah, lingkungan, gmn, campur, sabun","ramah, lingkung, gmn, campur, sabun","alternatif pengendalian alami, kompatibilitas pestisida",Positif
inF984LZKa0,@revasaika6210,bismillah,0,2025-11-20T09:45:56Z,pemupukan,2025,bismillah,bismillah,bismillah,bismillah,feedback penonton,Netral
5Fv2tGv9_Vo,@TheJunentino,pasangan yang serasi saya kagum banget pada mereka yang selalu positif thinking,0,2025-09-05T09:47:20Z,budidaya organik,2025,pasangan yang serasi saya kagum banget pada mereka yang selalu positif thinking,"pasangan, yang, serasi, saya, kagum, banget, pada, mereka, yang, selalu, positif, thinking","pasangan, serasi, kagum, banget, positif, thinking","pasang, serasi, kagum, banget, positif, thinking",feedback penonton,Netral
-GyJN1tr9RM,@perawatanburungkicau,gk perlu lahan luas media tanam nya menarik dan praktis tanamanya lebih bagus dari pada di lahan terbuka krna mudah dalam perawatan nya,5,2022-07-20T15:25:10Z,hidroponik,2022,gk perlu lahan luas media tanam nya menarik dan praktis tanamanya lebih bagus dari pada di lahan terbuka krna mudah dalam perawatan nya,"gk, perlu, lahan, luas, media, tanam, nya, menarik, dan, praktis, tanamanya, lebih, bagus, dari, pada, di, lahan, terbuka, krna, mudah, dalam, perawatan, nya","gk, lahan, luas, media, tanam, nya, menarik, praktis, tanamanya, bagus, lahan, terbuka, krna, mudah, perawatan, nya","gk, lahan, luas, media, tanam, , tarik, praktis, tanama, bagus, lahan, buka, krna, mudah, awat, ","keuntungan hidroponik, kompleksitas perawatan",Positif
bOsToXOFK4A,@PriadiPriadi-k6x,kapur limau apa itu pak,0,2025-04-26T13:31:44Z,pengendalian hama,2025,kapur limau apa itu pak,"kapur, limau, apa, itu, pak","kapur, limau","kapur, limau",feedback penonton,Netral
-GyJN1tr9RM,@yenisriheriyani5252,mas itu biji kangkungnya ga di cuci ta soale aku liat video video sebalah di cuci,1,2023-01-27T03:43:28Z,hidroponik,2023,mas itu biji kangkungnya ga di cuci ta soale aku liat video video sebalah di cuci,"mas, itu, biji, kangkungnya, ga, di, cuci, ta, soale, aku, liat, video, video, sebalah, di, cuci","mas, biji, kangkungnya, ga, cuci, ta, soale, liat, video, video, sebalah, cuci","mas, biji, kangkung, ga, cuci, ta, soale, liat, video, video, seba, cuci",feedback penonton,Netral
GO6PuKMedeM,@yudiharyadi918,itu cairan apa bang yg di btol a sma b,1,2023-12-24T05:41:42Z,hidroponik,2023,itu cairan apa bang yg di btol a sma b,"itu, cairan, apa, bang, yg, di, btol, a, sma, b","cairan, bang, yg, btol, a, sma, b","cair, bang, yg, btol, a, sma, b",feedback penonton,Netral
iArT8RhBxzY,@SupriyantoYanto-l3c,lebay,0,2025-03-04T10:33:30Z,budidaya organik,2025,lebay,lebay,lebay,lebay,feedback penonton,Netral
mLdvwruqEpo,@alimudin7437,klo mau tanam itu yg harga nya mahal cabe dll klo kangkung rb udh bnyk beli,1,2022-07-22T15:42:20Z,hidroponik,2022,klo mau tanam itu yg harga nya mahal cabe dll klo kangkung rb udh bnyk beli,"klo, mau, tanam, itu, yg, harga, nya, mahal, cabe, dll, klo, kangkung, rb, udh, bnyk, beli","klo, tanam, yg, harga, nya, mahal, cabe, dll, klo, kangkung, rb, udh, bnyk, beli","klo, tanam, yg, harga, , mahal, cabe, dll, klo, kangkung, rb, udh, bnyk, beli","biaya awal hidroponik, kompleksitas perawatan",Negatif
28Eo_Xm8LYg,@PenyuluhPertanianLapangan,video lainnya playlist ilmu organik https bit ly w u ms playlist rekomendasi pencampuran pestisida https bit ly in hf playlist cara pemupukan tanaman https bit ly u lz playlist pengendalian hama penyakit tanaman https bit ly ut wa playlist optimalisasi ph tanah https bit ly n gbi playlist ilmu budidaya tanaman https bit ly vugtlm,11,2021-03-26T21:41:42Z,pemupukan,2021,video lainnya playlist ilmu organik https bit ly w u ms playlist rekomendasi pencampuran pestisida https bit ly in hf playlist cara pemupukan tanaman https bit ly u lz playlist pengendalian hama penyakit tanaman https bit ly ut wa playlist optimalisasi ph tanah https bit ly n gbi playlist ilmu budidaya tanaman https bit ly vugtlm,"video, lainnya, playlist, ilmu, organik, https, bit, ly, w, u, ms, playlist, rekomendasi, pencampuran, pestisida, https, bit, ly, in, hf, playlist, cara, pemupukan, tanaman, https, bit, ly, u, lz, playlist, pengendalian, hama, penyakit, tanaman, https, bit, ly, ut, wa, playlist, optimalisasi, ph, tanah, https, bit, ly, n, gbi, playlist, ilmu, budidaya, tanaman, https, bit, ly, vugtlm","video, playlist, ilmu, organik, https, bit, ly, w, u, ms, playlist, rekomendasi, pencampuran, pestisida, https, bit, ly, in, hf, playlist, pemupukan, tanaman, https, bit, ly, u, lz, playlist, pengendalian, hama, penyakit, tanaman, https, bit, ly, ut, wa, playlist, optimalisasi, ph, tanah, https, bit, ly, n, gbi, playlist, ilmu, budidaya, tanaman, https, bit, ly, vugtlm","video, playlist, ilmu, organik, https, bit, ly, w, u, ms, playlist, rekomendasi, campur, pestisida, https, bit, ly, in, hf, playlist, pupu, tanam, https, bit, ly, u, lz, playlist, kendali, hama, sakit, tanam, https, bit, ly, ut, wa, playlist, optimalisasi, ph, tanah, https, bit, ly, n, gbi, playlist, ilmu, budidaya, tanam, https, bit, ly, vugtlm",konflik pupuk kimia organik,Positif
5Fv2tGv9_Vo,@jsxtchannel,terima kasih perspektif positifnya,0,2025-09-06T07:08:22Z,budidaya organik,2025,terima kasih perspektif positifnya,"terima, kasih, perspektif, positifnya","terima, kasih, perspektif, positifnya","terima, kasih, perspektif, positif",feedback penonton,Positif
28Eo_Xm8LYg,@alaminksp5740,ijin bertanya bang melakukan pemupukan dgn cara pengecoran dgn melarutkan pupuk kimia dgn air kencing kambing yg tidak di permentasi lalu mengendapkannya selama dua hari sebelum melakukan pengecoran apakah boleh saya terpikir melakukan hal sperti ini di kernakan lokasi waktu dan modal yg tidak memadai mohon petunjuknya bang,0,2022-01-04T16:00:02Z,pemupukan,2022,ijin bertanya bang melakukan pemupukan dgn cara pengecoran dgn melarutkan pupuk kimia dgn air kencing kambing yg tidak di permentasi lalu mengendapkannya selama dua hari sebelum melakukan pengecoran apakah boleh saya terpikir melakukan hal sperti ini di kernakan lokasi waktu dan modal yg tidak memadai mohon petunjuknya bang,"ijin, bertanya, bang, melakukan, pemupukan, dgn, cara, pengecoran, dgn, melarutkan, pupuk, kimia, dgn, air, kencing, kambing, yg, tidak, di, permentasi, lalu, mengendapkannya, selama, dua, hari, sebelum, melakukan, pengecoran, apakah, boleh, saya, terpikir, melakukan, hal, sperti, ini, di, kernakan, lokasi, waktu, dan, modal, yg, tidak, memadai, mohon, petunjuknya, bang","ijin, bang, pemupukan, dgn, pengecoran, dgn, melarutkan, pupuk, kimia, dgn, air, kencing, kambing, yg, permentasi, mengendapkannya, pengecoran, terpikir, sperti, kernakan, lokasi, modal, yg, memadai, mohon, petunjuknya, bang","ijin, bang, pupu, dgn, cor, dgn, larut, pupuk, kimia, dgn, air, ncing, kambing, yg, tas, endap, cor, pikir, sperti, rnakan, lokasi, modal, yg, pada, mohon, tunjuk, bang","dosis dan waktu pupuk, konflik pupuk kimia organik",Negatif
Xrbn47ZiFYw,@adysuci9695,sabun cair,0,2023-07-15T12:34:00Z,pengendalian hama,2023,sabun cair,"sabun, cair","sabun, cair","sabun, cair",feedback penonton,Netral
JTEhv7JCRF0,@PramujiPuji,trima kasih suwun info nya bos,0,2025-01-06T12:16:29Z,pengendalian hama,2025,trima kasih suwun info nya bos,"trima, kasih, suwun, info, nya, bos","trima, kasih, suwun, info, nya, bos","trima, kasih, suwun, info, , bos",feedback penonton,Netral
JL2VZdA9wuc,@ekaaffandi511,mas ini untuk semua jenis hama kah termasuk kutu putih ya,0,2021-06-28T12:22:26Z,pengendalian hama,2021,mas ini untuk semua jenis hama kah termasuk kutu putih ya,"mas, ini, untuk, semua, jenis, hama, kah, termasuk, kutu, putih, ya","mas, jenis, hama, kah, kutu, putih, ya","mas, jenis, hama, kah, kutu, putih, ya",efektivitas pengendalian hama,Negatif
YxYvJhEqC98,@hannasurung294,praise yahweh haleluyah amen,1,2020-11-28T04:28:27Z,budidaya organik,2020,praise yahweh haleluyah amen,"praise, yahweh, haleluyah, amen","praise, yahweh, haleluyah, amen","praise, yahweh, haleluyah, amen",feedback penonton,Netral
28Eo_Xm8LYg,@zhulmyzul9896,izin bertanya pak bakteri em pgpr tentunya akan mati jika di campur langsung dengan h o maka jika kohe mentah di sterilkan dulu menggunakan h o lalu di endapkan selama jam setelah dicermati tidak lagi menimbulkan reaksi apakah bisa di mix kembali dengan em pgpr mol kalo bisa dapatkah langsung diaplikasi sebagai pudas maupun susulan atau tetap dilakukan fermentasi seperti biasanya mohon petunjuknya pak bemm,1,2021-03-27T01:26:41Z,pemupukan,2021,izin bertanya pak bakteri em pgpr tentunya akan mati jika di campur langsung dengan h o maka jika kohe mentah di sterilkan dulu menggunakan h o lalu di endapkan selama jam setelah dicermati tidak lagi menimbulkan reaksi apakah bisa di mix kembali dengan em pgpr mol kalo bisa dapatkah langsung diaplikasi sebagai pudas maupun susulan atau tetap dilakukan fermentasi seperti biasanya mohon petunjuknya pak bemm,"izin, bertanya, pak, bakteri, em, pgpr, tentunya, akan, mati, jika, di, campur, langsung, dengan, h, o, maka, jika, kohe, mentah, di, sterilkan, dulu, menggunakan, h, o, lalu, di, endapkan, selama, jam, setelah, dicermati, tidak, lagi, menimbulkan, reaksi, apakah, bisa, di, mix, kembali, dengan, em, pgpr, mol, kalo, bisa, dapatkah, langsung, diaplikasi, sebagai, pudas, maupun, susulan, atau, tetap, dilakukan, fermentasi, seperti, biasanya, mohon, petunjuknya, pak, bemm","izin, bakteri, em, pgpr, mati, campur, langsung, h, o, kohe, mentah, sterilkan, h, o, endapkan, jam, dicermati, menimbulkan, reaksi, mix, em, pgpr, mol, kalo, dapatkah, langsung, diaplikasi, pudas, susulan, fermentasi, mohon, petunjuknya, bemm","izin, bakteri, em, pgpr, mati, campur, langsung, h, o, kohe, mentah, steril, h, o, endap, jam, cermat, timbul, reaksi, mix, em, pgpr, mol, kalo, dapat, langsung, aplikasi, pudas, susul, fermentasi, mohon, tunjuk, bemm","dampak pupuk ke tanaman, dosis dan waktu pupuk",Negatif
